Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","840","United States of America","5510","Production","2168","Cottonseed oil","2016","2016","tonnes","246000","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","2168","Cottonseed oil","2017","2017","tonnes","263000","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","2168","Cottonseed oil","2018","2018","tonnes","225000","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","2168","Cottonseed oil","2019","2019","tonnes","218000","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","2168","Cottonseed oil","2020","2020","tonnes","188000","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01706","Cow peas, dry","2010","2010","tonnes","26535","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01706","Cow peas, dry","2011","2011","tonnes","15286","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01706","Cow peas, dry","2012","2012","tonnes","24766","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01706","Cow peas, dry","2013","2013","tonnes","28985","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01706","Cow peas, dry","2014","2014","tonnes","21591","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01706","Cow peas, dry","2015","2015","tonnes","25628","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01706","Cow peas, dry","2016","2016","tonnes","25945","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01706","Cow peas, dry","2017","2017","tonnes","19820","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01706","Cow peas, dry","2018","2018","tonnes","23950","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01706","Cow peas, dry","2019","2019","tonnes","12156","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01706","Cow peas, dry","2020","2020","tonnes","16284","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01355.02","Cranberries","2010","2010","tonnes","308815","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01355.02","Cranberries","2011","2011","tonnes","349888","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01355.02","Cranberries","2012","2012","tonnes","364915","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01355.02","Cranberries","2013","2013","tonnes","406328","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01355.02","Cranberries","2014","2014","tonnes","381018","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01355.02","Cranberries","2015","2015","tonnes","388411","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01355.02","Cranberries","2016","2016","tonnes","436692","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01355.02","Cranberries","2017","2017","tonnes","380750","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01355.02","Cranberries","2018","2018","tonnes","404880","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01355.02","Cranberries","2019","2019","tonnes","359110","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01355.02","Cranberries","2020","2020","tonnes","354170","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","22120","Cream, fresh","2010","2010","tonnes","18450","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","22120","Cream, fresh","2011","2011","tonnes","22500","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","22120","Cream, fresh","2012","2012","tonnes","22950","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","22120","Cream, fresh","2013","2013","tonnes","23400","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","22120","Cream, fresh","2014","2014","tonnes","23853.8","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","22120","Cream, fresh","2015","2015","tonnes","24311.52","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","22120","Cream, fresh","2016","2016","tonnes","24773.97","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","22120","Cream, fresh","2017","2017","tonnes","25408.86","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","22120","Cream, fresh","2018","2018","tonnes","26607.02","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","22120","Cream, fresh","2019","2019","tonnes","26805.83","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","22120","Cream, fresh","2020","2020","tonnes","27609.29","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01232","Cucumbers and gherkins","2010","2010","tonnes","880530","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01232","Cucumbers and gherkins","2011","2011","tonnes","772720","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01232","Cucumbers and gherkins","2012","2012","tonnes","806630","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01232","Cucumbers and gherkins","2013","2013","tonnes","774080","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01232","Cucumbers and gherkins","2014","2014","tonnes","799820","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01232","Cucumbers and gherkins","2015","2015","tonnes","790570","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01232","Cucumbers and gherkins","2016","2016","tonnes","785663","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01232","Cucumbers and gherkins","2017","2017","tonnes","857870","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01232","Cucumbers and gherkins","2018","2018","tonnes","700820","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01232","Cucumbers and gherkins","2019","2019","tonnes","670251","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01232","Cucumbers and gherkins","2020","2020","tonnes","567245","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01351.01","Currants","2010","2010","tonnes","0","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01351.01","Currants","2011","2011","tonnes","0","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01351.01","Currants","2012","2012","tonnes","0","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01351.01","Currants","2013","2013","tonnes","0","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01351.01","Currants","2014","2014","tonnes","0","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01351.01","Currants","2015","2015","tonnes","0","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01351.01","Currants","2016","2016","tonnes","0","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01351.01","Currants","2017","2017","tonnes","0","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01351.01","Currants","2018","2018","tonnes","0","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01351.01","Currants","2019","2019","tonnes","0","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01351.01","Currants","2020","2020","tonnes","0","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01314","Dates","2010","2010","tonnes","26308","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01314","Dates","2011","2011","tonnes","30028","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01314","Dates","2012","2012","tonnes","28213","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01314","Dates","2013","2013","tonnes","27669","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01314","Dates","2014","2014","tonnes","30300","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01314","Dates","2015","2015","tonnes","35380","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01314","Dates","2016","2016","tonnes","33874","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01314","Dates","2017","2017","tonnes","39300","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01314","Dates","2018","2018","tonnes","37240","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01314","Dates","2019","2019","tonnes","55701.16","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01314","Dates","2020","2020","tonnes","56789.78","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21152","Edible offal of buffalo, fresh, chilled or frozen","2010","2010","tonnes","0","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21152","Edible offal of buffalo, fresh, chilled or frozen","2011","2011","tonnes","0","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21152","Edible offal of buffalo, fresh, chilled or frozen","2012","2012","tonnes","0","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21152","Edible offal of buffalo, fresh, chilled or frozen","2013","2013","tonnes","0","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21152","Edible offal of buffalo, fresh, chilled or frozen","2014","2014","tonnes","0","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21152","Edible offal of buffalo, fresh, chilled or frozen","2015","2015","tonnes","0","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21152","Edible offal of buffalo, fresh, chilled or frozen","2016","2016","tonnes","0","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21152","Edible offal of buffalo, fresh, chilled or frozen","2017","2017","tonnes","0","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21152","Edible offal of buffalo, fresh, chilled or frozen","2018","2018","tonnes","0","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21152","Edible offal of buffalo, fresh, chilled or frozen","2019","2019","tonnes","0","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21152","Edible offal of buffalo, fresh, chilled or frozen","2020","2020","tonnes","0","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21151","Edible offal of cattle, fresh, chilled or frozen","2010","2010","tonnes","829400.21","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21151","Edible offal of cattle, fresh, chilled or frozen","2011","2011","tonnes","839996.77","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21151","Edible offal of cattle, fresh, chilled or frozen","2012","2012","tonnes","836215.23","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21151","Edible offal of cattle, fresh, chilled or frozen","2013","2013","tonnes","827270.74","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21151","Edible offal of cattle, fresh, chilled or frozen","2014","2014","tonnes","820920.42","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21151","Edible offal of cattle, fresh, chilled or frozen","2015","2015","tonnes","759109.26","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21151","Edible offal of cattle, fresh, chilled or frozen","2016","2016","tonnes","807524.28","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21151","Edible offal of cattle, fresh, chilled or frozen","2017","2017","tonnes","838139.37","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21151","Edible offal of cattle, fresh, chilled or frozen","2018","2018","tonnes","860061.33","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21151","Edible offal of cattle, fresh, chilled or frozen","2019","2019","tonnes","869098.18","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21151","Edible offal of cattle, fresh, chilled or frozen","2020","2020","tonnes","869368.77","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21156","Edible offal of goat, fresh, chilled or frozen","2010","2010","tonnes","2216.82","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21156","Edible offal of goat, fresh, chilled or frozen","2011","2011","tonnes","2201.76","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21156","Edible offal of goat, fresh, chilled or frozen","2012","2012","tonnes","2069.74","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21156","Edible offal of goat, fresh, chilled or frozen","2013","2013","tonnes","1961.07","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21156","Edible offal of goat, fresh, chilled or frozen","2014","2014","tonnes","1803.95","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21156","Edible offal of goat, fresh, chilled or frozen","2015","2015","tonnes","1680.97","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21156","Edible offal of goat, fresh, chilled or frozen","2016","2016","tonnes","1643.49","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21156","Edible offal of goat, fresh, chilled or frozen","2017","2017","tonnes","1700.87","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21156","Edible offal of goat, fresh, chilled or frozen","2018","2018","tonnes","1769.12","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21156","Edible offal of goat, fresh, chilled or frozen","2019","2019","tonnes","1921.38","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21156","Edible offal of goat, fresh, chilled or frozen","2020","2020","tonnes","1776.83","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21153","Edible offal of pigs, fresh, chilled or frozen","2010","2010","tonnes","674261.71","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21153","Edible offal of pigs, fresh, chilled or frozen","2011","2011","tonnes","683864.21","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21153","Edible offal of pigs, fresh, chilled or frozen","2012","2012","tonnes","698658.3","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21153","Edible offal of pigs, fresh, chilled or frozen","2013","2013","tonnes","696694.56","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21153","Edible offal of pigs, fresh, chilled or frozen","2014","2014","tonnes","686347.4","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21153","Edible offal of pigs, fresh, chilled or frozen","2015","2015","tonnes","736162.16","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21153","Edible offal of pigs, fresh, chilled or frozen","2016","2016","tonnes","749364.16","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21153","Edible offal of pigs, fresh, chilled or frozen","2017","2017","tonnes","768614.24","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21153","Edible offal of pigs, fresh, chilled or frozen","2018","2018","tonnes","790590.64","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21153","Edible offal of pigs, fresh, chilled or frozen","2019","2019","tonnes","830302.33","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21153","Edible offal of pigs, fresh, chilled or frozen","2020","2020","tonnes","850309.24","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2010","2010","tonnes","4060.64","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2011","2011","tonnes","3698.72","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2012","2012","tonnes","3879.68","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2013","2013","tonnes","3886.91","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2014","2014","tonnes","3877.23","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2015","2015","tonnes","3754.24","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2016","2016","tonnes","3749.41","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2017","2017","tonnes","3623.95","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2018","2018","tonnes","3816.91","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2019","2019","tonnes","3696.28","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2020","2020","tonnes","3452.66","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","2010","2010","tonnes","3078","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","2011","2011","tonnes","3078","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","2012","2012","tonnes","2170.59","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","2013","2013","tonnes","1966.43","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","2014","2014","tonnes","2310.12","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","2015","2015","tonnes","2260.66","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","2016","2016","tonnes","2221.93","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","2017","2017","tonnes","2168.79","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","2018","2018","tonnes","2146.81","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","2019","2019","tonnes","2091.99","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","2020","2020","tonnes","2103.29","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01233","Eggplants (aubergines)","2010","2010","tonnes","84645.65","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01233","Eggplants (aubergines)","2011","2011","tonnes","87232.96","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01233","Eggplants (aubergines)","2012","2012","tonnes","89820.27","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01233","Eggplants (aubergines)","2013","2013","tonnes","92407.58","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01233","Eggplants (aubergines)","2014","2014","tonnes","96237.87","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01233","Eggplants (aubergines)","2015","2015","tonnes","99268.87","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01233","Eggplants (aubergines)","2016","2016","tonnes","95971.44","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01233","Eggplants (aubergines)","2017","2017","tonnes","100212.37","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01233","Eggplants (aubergines)","2018","2018","tonnes","98484.23","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01233","Eggplants (aubergines)","2019","2019","tonnes","98222.68","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01233","Eggplants (aubergines)","2020","2020","tonnes","98973.09","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21511.01","Fat of pigs","2010","2010","tonnes","2725738.82","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21511.01","Fat of pigs","2011","2011","tonnes","2764557.43","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21511.01","Fat of pigs","2012","2012","tonnes","2824363.33","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21511.01","Fat of pigs","2013","2013","tonnes","2816424.82","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21511.01","Fat of pigs","2014","2014","tonnes","2774595.88","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21511.01","Fat of pigs","2015","2015","tonnes","2975974.69","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21511.01","Fat of pigs","2016","2016","tonnes","3029344.48","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21511.01","Fat of pigs","2017","2017","tonnes","3107163.93","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21511.01","Fat of pigs","2018","2018","tonnes","3196004.72","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21511.01","Fat of pigs","2019","2019","tonnes","3356541.34","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21511.01","Fat of pigs","2020","2020","tonnes","3437420.32","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01315","Figs","2010","2010","tonnes","37113","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01315","Figs","2011","2011","tonnes","35072","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01315","Figs","2012","2012","tonnes","31751","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01315","Figs","2013","2013","tonnes","29937","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01315","Figs","2014","2014","tonnes","30300","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01315","Figs","2015","2015","tonnes","28760","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01315","Figs","2016","2016","tonnes","29660","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01315","Figs","2017","2017","tonnes","28300","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01315","Figs","2018","2018","tonnes","27637.06","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01315","Figs","2019","2019","tonnes","28219.94","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01315","Figs","2020","2020","tonnes","27249.65","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21170.02","Game meat, fresh, chilled or frozen","2010","2010","tonnes","248400","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21170.02","Game meat, fresh, chilled or frozen","2011","2011","tonnes","248400","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21170.02","Game meat, fresh, chilled or frozen","2012","2012","tonnes","252624.58","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21170.02","Game meat, fresh, chilled or frozen","2013","2013","tonnes","254583.81","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21170.02","Game meat, fresh, chilled or frozen","2014","2014","tonnes","256062.11","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21170.02","Game meat, fresh, chilled or frozen","2015","2015","tonnes","257344.8","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21170.02","Game meat, fresh, chilled or frozen","2016","2016","tonnes","258751.39","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21170.02","Game meat, fresh, chilled or frozen","2017","2017","tonnes","260000","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21170.02","Game meat, fresh, chilled or frozen","2018","2018","tonnes","261577.38","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21170.02","Game meat, fresh, chilled or frozen","2019","2019","tonnes","264820.75","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21170.02","Game meat, fresh, chilled or frozen","2020","2020","tonnes","265560.75","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","22241.02","Ghee from cow milk","2010","2010","tonnes","3500","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","22241.02","Ghee from cow milk","2011","2011","tonnes","4000","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","22241.02","Ghee from cow milk","2012","2012","tonnes","0","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","22241.02","Ghee from cow milk","2013","2013","tonnes","4100","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","22241.02","Ghee from cow milk","2014","2014","tonnes","4100","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","22241.02","Ghee from cow milk","2015","2015","tonnes","2378.05","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","22241.02","Ghee from cow milk","2016","2016","tonnes","3228.43","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","22241.02","Ghee from cow milk","2017","2017","tonnes","2930.46","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","22241.02","Ghee from cow milk","2018","2018","tonnes","10700","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","22241.02","Ghee from cow milk","2019","2019","tonnes","10806.45","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","22241.02","Ghee from cow milk","2020","2020","tonnes","11130.35","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01657","Ginger, raw","2010","2010","tonnes","833.12","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01657","Ginger, raw","2011","2011","tonnes","836.58","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01657","Ginger, raw","2012","2012","tonnes","739.58","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01657","Ginger, raw","2013","2013","tonnes","697.03","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01657","Ginger, raw","2014","2014","tonnes","655.74","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01657","Ginger, raw","2015","2015","tonnes","667.81","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01657","Ginger, raw","2016","2016","tonnes","692.1","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01657","Ginger, raw","2017","2017","tonnes","671.88","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01657","Ginger, raw","2018","2018","tonnes","699.63","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01657","Ginger, raw","2019","2019","tonnes","687.87","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01657","Ginger, raw","2020","2020","tonnes","686.46","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21515","Goat fat, unrendered","2010","2010","tonnes","448.08","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21515","Goat fat, unrendered","2011","2011","tonnes","445.04","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","21515","Goat fat, unrendered","2012","2012","tonnes","418.35","I","Imputed value"
