Domain Code,Domain,Reporter Country Code (M49),Reporter Countries,Partner Country Code (M49),Partner Countries,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","F0665","Cocoa powder and cake","2012","2012","tonnes","216","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","F0665","Cocoa powder and cake","2013","2013","tonnes","91","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","F0665","Cocoa powder and cake","2014","2014","tonnes","299.6","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","F0665","Cocoa powder and cake","2015","2015","tonnes","245.96","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","F0665","Cocoa powder and cake","2016","2016","tonnes","231.06","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","F0665","Cocoa powder and cake","2017","2017","tonnes","227.14","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","F0665","Cocoa powder and cake","2018","2018","tonnes","280.28","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","F0665","Cocoa powder and cake","2019","2019","tonnes","118.62","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","F0665","Cocoa powder and cake","2020","2020","tonnes","217.02","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","2166","Coconut oil","2010","2010","tonnes","15","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","2166","Coconut oil","2011","2011","tonnes","15","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","2166","Coconut oil","2013","2013","tonnes","28","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","2166","Coconut oil","2014","2014","tonnes","114.9","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","2166","Coconut oil","2015","2015","tonnes","112.62","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","2166","Coconut oil","2016","2016","tonnes","259.21","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","2166","Coconut oil","2017","2017","tonnes","125.57","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","2166","Coconut oil","2018","2018","tonnes","185.12","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","2166","Coconut oil","2019","2019","tonnes","160.3","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","2166","Coconut oil","2020","2020","tonnes","9.06","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","2166","Coconut oil","2010","2010","tonnes","1094","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","2166","Coconut oil","2011","2011","tonnes","2014","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","2166","Coconut oil","2012","2012","tonnes","2892","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","2166","Coconut oil","2013","2013","tonnes","3458","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","2166","Coconut oil","2014","2014","tonnes","6482.61","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","2166","Coconut oil","2015","2015","tonnes","10966.24","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","2166","Coconut oil","2016","2016","tonnes","5505.61","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","2166","Coconut oil","2017","2017","tonnes","886.98","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","2166","Coconut oil","2018","2018","tonnes","66.84","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","2166","Coconut oil","2019","2019","tonnes","48.27","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","2166","Coconut oil","2020","2020","tonnes","73.22","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","21429.07","Coconuts, desiccated","2011","2011","tonnes","82","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","21429.07","Coconuts, desiccated","2013","2013","tonnes","24","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","21429.07","Coconuts, desiccated","2014","2014","tonnes","22.18","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","21429.07","Coconuts, desiccated","2015","2015","tonnes","116.84","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","21429.07","Coconuts, desiccated","2016","2016","tonnes","16.33","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","21429.07","Coconuts, desiccated","2017","2017","tonnes","3.16","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","21429.07","Coconuts, desiccated","2018","2018","tonnes","2.74","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","21429.07","Coconuts, desiccated","2019","2019","tonnes","4.23","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","21429.07","Coconuts, desiccated","2020","2020","tonnes","2.95","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","21429.07","Coconuts, desiccated","2012","2012","tonnes","38","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","21429.07","Coconuts, desiccated","2015","2015","tonnes","65.8","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","21429.07","Coconuts, desiccated","2016","2016","tonnes","20.79","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","21429.07","Coconuts, desiccated","2017","2017","tonnes","0.88","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","21429.07","Coconuts, desiccated","2018","2018","tonnes","0.61","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","21429.07","Coconuts, desiccated","2019","2019","tonnes","3.46","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","21429.07","Coconuts, desiccated","2020","2020","tonnes","1.25","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01460","Coconuts, in shell","2013","2013","tonnes","55","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01460","Coconuts, in shell","2015","2015","tonnes","0.4","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01460","Coconuts, in shell","2016","2016","tonnes","68.89","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01460","Coconuts, in shell","2017","2017","tonnes","2.42","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01460","Coconuts, in shell","2018","2018","tonnes","22.57","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01460","Coconuts, in shell","2019","2019","tonnes","0.76","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01460","Coconuts, in shell","2020","2020","tonnes","1.2","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01460","Coconuts, in shell","2017","2017","tonnes","4.23","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01460","Coconuts, in shell","2018","2018","tonnes","34.4","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01460","Coconuts, in shell","2019","2019","tonnes","1.96","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23912.02","Coffee extracts","2010","2010","tonnes","160","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23912.02","Coffee extracts","2011","2011","tonnes","191","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23912.02","Coffee extracts","2012","2012","tonnes","188","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23912.02","Coffee extracts","2013","2013","tonnes","331","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23912.02","Coffee extracts","2014","2014","tonnes","136.52","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23912.02","Coffee extracts","2015","2015","tonnes","160.71","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23912.02","Coffee extracts","2016","2016","tonnes","128.96","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23912.02","Coffee extracts","2017","2017","tonnes","242.43","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23912.02","Coffee extracts","2018","2018","tonnes","203.78","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23912.02","Coffee extracts","2019","2019","tonnes","98.74","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23912.02","Coffee extracts","2020","2020","tonnes","852.68","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23912.02","Coffee extracts","2010","2010","tonnes","342","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23912.02","Coffee extracts","2011","2011","tonnes","807","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23912.02","Coffee extracts","2012","2012","tonnes","2089","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23912.02","Coffee extracts","2013","2013","tonnes","998","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23912.02","Coffee extracts","2014","2014","tonnes","106.75","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23912.02","Coffee extracts","2015","2015","tonnes","181.17","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23912.02","Coffee extracts","2016","2016","tonnes","592.63","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23912.02","Coffee extracts","2017","2017","tonnes","560.53","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23912.02","Coffee extracts","2018","2018","tonnes","442.07","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23912.02","Coffee extracts","2019","2019","tonnes","434.74","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23912.02","Coffee extracts","2020","2020","tonnes","341.47","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","39150.01","Coffee husks and skins","2013","2013","tonnes","0","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","39150.01","Coffee husks and skins","2016","2016","tonnes","6","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","39150.01","Coffee husks and skins","2017","2017","tonnes","3","I","Imputed value"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","39150.01","Coffee husks and skins","2020","2020","tonnes","1","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23912.01","Coffee substitutes","2012","2012","tonnes","0","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23912.01","Coffee substitutes","2020","2020","tonnes","0.2","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23912.01","Coffee substitutes","2010","2010","tonnes","62","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23912.01","Coffee substitutes","2011","2011","tonnes","35","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23912.01","Coffee substitutes","2012","2012","tonnes","30","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23912.01","Coffee substitutes","2013","2013","tonnes","78","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23912.01","Coffee substitutes","2014","2014","tonnes","45.1","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23912.01","Coffee substitutes","2015","2015","tonnes","34.62","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23912.01","Coffee substitutes","2016","2016","tonnes","54.76","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23912.01","Coffee substitutes","2017","2017","tonnes","122.57","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23912.01","Coffee substitutes","2018","2018","tonnes","196.57","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23912.01","Coffee substitutes","2019","2019","tonnes","120.35","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23912.01","Coffee substitutes","2020","2020","tonnes","36.37","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23911","Coffee, decaffeinated or roasted","2010","2010","tonnes","101","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23911","Coffee, decaffeinated or roasted","2011","2011","tonnes","104","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23911","Coffee, decaffeinated or roasted","2012","2012","tonnes","125","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23911","Coffee, decaffeinated or roasted","2013","2013","tonnes","160","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23911","Coffee, decaffeinated or roasted","2014","2014","tonnes","95.27","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23911","Coffee, decaffeinated or roasted","2015","2015","tonnes","90.13","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23911","Coffee, decaffeinated or roasted","2016","2016","tonnes","111.83","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23911","Coffee, decaffeinated or roasted","2017","2017","tonnes","140.9","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23911","Coffee, decaffeinated or roasted","2018","2018","tonnes","184.25","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23911","Coffee, decaffeinated or roasted","2019","2019","tonnes","132.91","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23911","Coffee, decaffeinated or roasted","2020","2020","tonnes","177.61","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23911","Coffee, decaffeinated or roasted","2010","2010","tonnes","1118","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23911","Coffee, decaffeinated or roasted","2011","2011","tonnes","1359","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23911","Coffee, decaffeinated or roasted","2012","2012","tonnes","1979","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23911","Coffee, decaffeinated or roasted","2013","2013","tonnes","1975","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23911","Coffee, decaffeinated or roasted","2014","2014","tonnes","1285.98","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23911","Coffee, decaffeinated or roasted","2015","2015","tonnes","881.07","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23911","Coffee, decaffeinated or roasted","2016","2016","tonnes","1118.97","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23911","Coffee, decaffeinated or roasted","2017","2017","tonnes","1470.68","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23911","Coffee, decaffeinated or roasted","2018","2018","tonnes","1671.76","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23911","Coffee, decaffeinated or roasted","2019","2019","tonnes","1560.29","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23911","Coffee, decaffeinated or roasted","2020","2020","tonnes","1201.51","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01610","Coffee, green","2010","2010","tonnes","8648","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01610","Coffee, green","2011","2011","tonnes","5082","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01610","Coffee, green","2012","2012","tonnes","5158","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01610","Coffee, green","2013","2013","tonnes","4022","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01610","Coffee, green","2014","2014","tonnes","4487.69","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01610","Coffee, green","2015","2015","tonnes","7239.68","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01610","Coffee, green","2016","2016","tonnes","10280.82","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01610","Coffee, green","2017","2017","tonnes","10447.87","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01610","Coffee, green","2018","2018","tonnes","8620.26","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01610","Coffee, green","2019","2019","tonnes","10571.12","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01610","Coffee, green","2020","2020","tonnes","4695.42","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01610","Coffee, green","2010","2010","tonnes","59","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01610","Coffee, green","2011","2011","tonnes","18","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01610","Coffee, green","2012","2012","tonnes","82","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01610","Coffee, green","2013","2013","tonnes","19","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01610","Coffee, green","2014","2014","tonnes","249.22","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01610","Coffee, green","2015","2015","tonnes","199.21","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01610","Coffee, green","2016","2016","tonnes","201.91","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01610","Coffee, green","2017","2017","tonnes","486.49","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01610","Coffee, green","2018","2018","tonnes","426.73","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01610","Coffee, green","2019","2019","tonnes","65.92","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01610","Coffee, green","2020","2020","tonnes","205.93","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01929.08","Coir, raw","2020","2020","tonnes","0.94","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23490.01","Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.","2010","2010","tonnes","525","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23490.01","Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.","2011","2011","tonnes","254","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23490.01","Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.","2012","2012","tonnes","344","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23490.01","Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.","2013","2013","tonnes","237","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23490.01","Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.","2014","2014","tonnes","298.34","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23490.01","Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.","2015","2015","tonnes","244.27","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23490.01","Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.","2016","2016","tonnes","157.85","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23490.01","Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.","2017","2017","tonnes","98.64","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23490.01","Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.","2018","2018","tonnes","101.78","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23490.01","Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.","2019","2019","tonnes","63.41","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23490.01","Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.","2020","2020","tonnes","65.46","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23490.01","Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.","2010","2010","tonnes","130","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23490.01","Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.","2011","2011","tonnes","18","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23490.01","Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.","2012","2012","tonnes","25","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23490.01","Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.","2013","2013","tonnes","16","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23490.01","Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.","2014","2014","tonnes","108.1","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23490.01","Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.","2015","2015","tonnes","61.36","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23490.01","Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.","2016","2016","tonnes","51.87","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23490.01","Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.","2017","2017","tonnes","25.47","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23490.01","Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.","2018","2018","tonnes","78.89","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23490.01","Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.","2019","2019","tonnes","113.99","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23490.01","Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.","2020","2020","tonnes","20.54","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23319.04","Compound feed n.e.c.","2010","2010","tonnes","28043","T","Unofficial figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23319.04","Compound feed n.e.c.","2011","2011","tonnes","27270","T","Unofficial figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23319.04","Compound feed n.e.c.","2012","2012","tonnes","33871","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23319.04","Compound feed n.e.c.","2013","2013","tonnes","36988","T","Unofficial figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23319.04","Compound feed n.e.c.","2014","2014","tonnes","59406","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23319.04","Compound feed n.e.c.","2015","2015","tonnes","24187","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23319.04","Compound feed n.e.c.","2016","2016","tonnes","28044","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23319.04","Compound feed n.e.c.","2017","2017","tonnes","14583","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23319.04","Compound feed n.e.c.","2018","2018","tonnes","16005","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23319.04","Compound feed n.e.c.","2019","2019","tonnes","19896","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23319.04","Compound feed n.e.c.","2020","2020","tonnes","17707","A","Official figure"
