Domain Code,Domain,Reporter Country Code (M49),Reporter Countries,Partner Country Code (M49),Partner Countries,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","21439.90","Juice of fruits n.e.c.","2016","2016","tonnes","2816.67","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","21439.90","Juice of fruits n.e.c.","2017","2017","tonnes","3937.86","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","21439.90","Juice of fruits n.e.c.","2018","2018","tonnes","5513.14","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","21439.90","Juice of fruits n.e.c.","2019","2019","tonnes","4322.59","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","21439.90","Juice of fruits n.e.c.","2020","2020","tonnes","4312.51","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","21439.02","Juice of lemon","2013","2013","tonnes","246","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","21439.02","Juice of lemon","2015","2015","tonnes","724.53","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","21439.02","Juice of lemon","2016","2016","tonnes","498.28","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","21439.02","Juice of lemon","2017","2017","tonnes","765.04","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","21439.02","Juice of lemon","2018","2018","tonnes","661.32","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","21439.02","Juice of lemon","2017","2017","tonnes","115.8","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","21439.02","Juice of lemon","2018","2018","tonnes","381.67","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","21439.02","Juice of lemon","2019","2019","tonnes","30.69","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","21433.01","Juice of pineapples, concentrated","2013","2013","tonnes","23","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","21433.01","Juice of pineapples, concentrated","2015","2015","tonnes","1385.81","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","21433.01","Juice of pineapples, concentrated","2016","2016","tonnes","1647.13","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","21433.01","Juice of pineapples, concentrated","2017","2017","tonnes","744.82","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","21433.01","Juice of pineapples, concentrated","2018","2018","tonnes","5.6","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","21433.01","Juice of pineapples, concentrated","2020","2020","tonnes","315.01","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","21433.01","Juice of pineapples, concentrated","2012","2012","tonnes","35","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01922.01","Jute, raw or retted","2010","2010","tonnes","23","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01922.01","Jute, raw or retted","2011","2011","tonnes","26","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01922.01","Jute, raw or retted","2012","2012","tonnes","19","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01922.01","Jute, raw or retted","2013","2013","tonnes","7","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01922.01","Jute, raw or retted","2014","2014","tonnes","18.17","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01922.01","Jute, raw or retted","2015","2015","tonnes","9.05","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01922.01","Jute, raw or retted","2016","2016","tonnes","21.02","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01922.01","Jute, raw or retted","2017","2017","tonnes","26.95","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01922.01","Jute, raw or retted","2018","2018","tonnes","11.41","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01922.01","Jute, raw or retted","2019","2019","tonnes","6","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01922.01","Jute, raw or retted","2020","2020","tonnes","5.07","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01922.01","Jute, raw or retted","2011","2011","tonnes","261","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01922.01","Jute, raw or retted","2012","2012","tonnes","877","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01922.01","Jute, raw or retted","2013","2013","tonnes","67","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01922.01","Jute, raw or retted","2014","2014","tonnes","1.16","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01922.01","Jute, raw or retted","2017","2017","tonnes","7.76","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01922.01","Jute, raw or retted","2020","2020","tonnes","0.13","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01352","Kiwi fruit","2020","2020","tonnes","21.29","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01379.02","Kola nuts","2016","2016","tonnes","2.66","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23210.06","Lactose","2010","2010","tonnes","1517","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23210.06","Lactose","2011","2011","tonnes","208","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23210.06","Lactose","2012","2012","tonnes","124","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23210.06","Lactose","2013","2013","tonnes","22","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23210.06","Lactose","2014","2014","tonnes","6.47","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23210.06","Lactose","2015","2015","tonnes","32.62","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23210.06","Lactose","2016","2016","tonnes","6.89","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23210.06","Lactose","2017","2017","tonnes","25.26","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23210.06","Lactose","2018","2018","tonnes","24.11","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23210.06","Lactose","2019","2019","tonnes","11.07","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","23210.06","Lactose","2020","2020","tonnes","16.71","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23210.06","Lactose","2010","2010","tonnes","44620","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23210.06","Lactose","2011","2011","tonnes","56973","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23210.06","Lactose","2012","2012","tonnes","66699","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23210.06","Lactose","2013","2013","tonnes","66695","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23210.06","Lactose","2014","2014","tonnes","69747.85","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23210.06","Lactose","2015","2015","tonnes","70904.25","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23210.06","Lactose","2016","2016","tonnes","61927.8","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23210.06","Lactose","2017","2017","tonnes","67868.95","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23210.06","Lactose","2018","2018","tonnes","95384.25","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23210.06","Lactose","2019","2019","tonnes","66535.05","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","23210.06","Lactose","2020","2020","tonnes","69146.32","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","21529.02","Lard stearine and lard oil","2010","2010","tonnes","59","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","21529.02","Lard stearine and lard oil","2011","2011","tonnes","190","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","21529.02","Lard stearine and lard oil","2012","2012","tonnes","94","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","21529.02","Lard stearine and lard oil","2013","2013","tonnes","65","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","21529.02","Lard stearine and lard oil","2015","2015","tonnes","126.16","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","21529.02","Lard stearine and lard oil","2016","2016","tonnes","50.78","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","21529.02","Lard stearine and lard oil","2017","2017","tonnes","23.61","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","21529.02","Lard stearine and lard oil","2018","2018","tonnes","42.05","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","21529.02","Lard stearine and lard oil","2019","2019","tonnes","74.95","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","21529.02","Lard stearine and lard oil","2020","2020","tonnes","58.09","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","F1217","Leather used & waste","2010","2010","tonnes","0","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","F1217","Leather used & waste","2011","2011","tonnes","0","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","F1217","Leather used & waste","2012","2012","tonnes","4","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","F1217","Leather used & waste","2013","2013","tonnes","0","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","F1217","Leather used & waste","2014","2014","tonnes","0","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","F1217","Leather used & waste","2015","2015","tonnes","1","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","F1217","Leather used & waste","2016","2016","tonnes","0","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","F1217","Leather used & waste","2017","2017","tonnes","2","I","Imputed value"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","F1217","Leather used & waste","2018","2018","tonnes","3","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","F1217","Leather used & waste","2019","2019","tonnes","0","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","F1217","Leather used & waste","2020","2020","tonnes","2","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","F1217","Leather used & waste","2010","2010","tonnes","28","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","F1217","Leather used & waste","2011","2011","tonnes","23","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","F1217","Leather used & waste","2012","2012","tonnes","400","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","F1217","Leather used & waste","2013","2013","tonnes","466","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","F1217","Leather used & waste","2014","2014","tonnes","15","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","F1217","Leather used & waste","2015","2015","tonnes","133","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","F1217","Leather used & waste","2016","2016","tonnes","27","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","F1217","Leather used & waste","2017","2017","tonnes","3","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","F1217","Leather used & waste","2018","2018","tonnes","0","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","F1217","Leather used & waste","2019","2019","tonnes","7","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","F1217","Leather used & waste","2020","2020","tonnes","2","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01254","Leeks and other alliaceous vegetables","2010","2010","tonnes","25","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01254","Leeks and other alliaceous vegetables","2011","2011","tonnes","24","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01254","Leeks and other alliaceous vegetables","2012","2012","tonnes","40","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01254","Leeks and other alliaceous vegetables","2013","2013","tonnes","10","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01254","Leeks and other alliaceous vegetables","2020","2020","tonnes","38.23","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","21439.03","Lemon juice, concentrated","2013","2013","tonnes","727","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","21439.03","Lemon juice, concentrated","2014","2014","tonnes","519.57","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","21439.03","Lemon juice, concentrated","2015","2015","tonnes","177.7","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","21439.03","Lemon juice, concentrated","2016","2016","tonnes","191.28","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","21439.03","Lemon juice, concentrated","2017","2017","tonnes","229.42","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","21439.03","Lemon juice, concentrated","2018","2018","tonnes","132.6","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","21439.03","Lemon juice, concentrated","2013","2013","tonnes","2","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","21439.03","Lemon juice, concentrated","2017","2017","tonnes","30.89","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","21439.03","Lemon juice, concentrated","2019","2019","tonnes","238.16","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","21439.03","Lemon juice, concentrated","2020","2020","tonnes","430.22","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01322","Lemons and limes","2011","2011","tonnes","154","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01322","Lemons and limes","2012","2012","tonnes","2187","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01322","Lemons and limes","2019","2019","tonnes","1.9","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01322","Lemons and limes","2020","2020","tonnes","0.06","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01322","Lemons and limes","2010","2010","tonnes","5638","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01322","Lemons and limes","2011","2011","tonnes","4867","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01322","Lemons and limes","2012","2012","tonnes","4310","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01322","Lemons and limes","2013","2013","tonnes","7615","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01322","Lemons and limes","2014","2014","tonnes","8616.18","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01322","Lemons and limes","2015","2015","tonnes","4107.96","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01322","Lemons and limes","2016","2016","tonnes","2049.97","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01322","Lemons and limes","2017","2017","tonnes","685.03","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01322","Lemons and limes","2018","2018","tonnes","837.74","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01322","Lemons and limes","2019","2019","tonnes","500.95","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01322","Lemons and limes","2020","2020","tonnes","937.1","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01704","Lentils, dry","2010","2010","tonnes","3","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01704","Lentils, dry","2011","2011","tonnes","130","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01704","Lentils, dry","2012","2012","tonnes","7","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01704","Lentils, dry","2013","2013","tonnes","5","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01704","Lentils, dry","2014","2014","tonnes","3.37","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01704","Lentils, dry","2015","2015","tonnes","39.96","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01704","Lentils, dry","2016","2016","tonnes","6.27","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01704","Lentils, dry","2017","2017","tonnes","11.62","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01704","Lentils, dry","2018","2018","tonnes","15.73","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01704","Lentils, dry","2019","2019","tonnes","7.01","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01704","Lentils, dry","2020","2020","tonnes","8.47","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01704","Lentils, dry","2010","2010","tonnes","13","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01704","Lentils, dry","2011","2011","tonnes","174","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01704","Lentils, dry","2012","2012","tonnes","229","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01704","Lentils, dry","2014","2014","tonnes","2503","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01704","Lentils, dry","2015","2015","tonnes","911","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01704","Lentils, dry","2016","2016","tonnes","785.77","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01704","Lentils, dry","2017","2017","tonnes","2798.98","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01704","Lentils, dry","2018","2018","tonnes","6557.04","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01704","Lentils, dry","2019","2019","tonnes","9660.94","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01704","Lentils, dry","2020","2020","tonnes","14731.68","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01214","Lettuce and chicory","2018","2018","tonnes","16.2","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01214","Lettuce and chicory","2019","2019","tonnes","35.57","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01214","Lettuce and chicory","2020","2020","tonnes","91.61","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01214","Lettuce and chicory","2010","2010","tonnes","8","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01441","Linseed","2010","2010","tonnes","248","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01441","Linseed","2011","2011","tonnes","24","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01441","Linseed","2012","2012","tonnes","39","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01441","Linseed","2013","2013","tonnes","123","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01441","Linseed","2014","2014","tonnes","727.95","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01441","Linseed","2015","2015","tonnes","41.41","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01441","Linseed","2016","2016","tonnes","223.76","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01441","Linseed","2017","2017","tonnes","270.82","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01441","Linseed","2018","2018","tonnes","61.51","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01441","Linseed","2019","2019","tonnes","0.5","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","01441","Linseed","2020","2020","tonnes","14.64","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01441","Linseed","2010","2010","tonnes","416","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01441","Linseed","2011","2011","tonnes","858","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01441","Linseed","2012","2012","tonnes","32","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01441","Linseed","2013","2013","tonnes","5918","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01441","Linseed","2014","2014","tonnes","4960.11","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01441","Linseed","2015","2015","tonnes","3418.06","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01441","Linseed","2016","2016","tonnes","5310.51","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01441","Linseed","2017","2017","tonnes","9310.07","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01441","Linseed","2018","2018","tonnes","3.22","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01441","Linseed","2019","2019","tonnes","1.51","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","01441","Linseed","2020","2020","tonnes","519.37","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","21700.01","Liquid margarine","2010","2010","tonnes","445","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","21700.01","Liquid margarine","2011","2011","tonnes","139","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","21700.01","Liquid margarine","2012","2012","tonnes","35","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","21700.01","Liquid margarine","2013","2013","tonnes","55","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","21700.01","Liquid margarine","2014","2014","tonnes","56.54","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","21700.01","Liquid margarine","2015","2015","tonnes","35.67","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","21700.01","Liquid margarine","2016","2016","tonnes","72.21","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","21700.01","Liquid margarine","2017","2017","tonnes","56.35","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","21700.01","Liquid margarine","2018","2018","tonnes","82.86","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","21700.01","Liquid margarine","2019","2019","tonnes","278.4","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5610","Import Quantity","21700.01","Liquid margarine","2020","2020","tonnes","286.34","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","21700.01","Liquid margarine","2010","2010","tonnes","15313","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","21700.01","Liquid margarine","2011","2011","tonnes","1970","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","21700.01","Liquid margarine","2012","2012","tonnes","602","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","21700.01","Liquid margarine","2013","2013","tonnes","383","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","21700.01","Liquid margarine","2014","2014","tonnes","400.6","A","Official figure"
"TM","Detailed trade matrix","840","United States of America","156","China, mainland","5910","Export Quantity","21700.01","Liquid margarine","2015","2015","tonnes","302.89","A","Official figure"
